from_bfguid,to_bfguid,type
e18b6538-e2f8-4d71-b059-228391da63aa,7046ce8c-334b-4cc8-9ea0-b8028264c286,HAS_VALUE
24928d61-9328-46fe-a90f-82ebdc1036b9,e672f32b-83de-41ab-b733-a1048bd4a7c0,HAS_VALUE
01b63c0c-cf90-4e04-8f9c-27746b71cfb1,7454ca73-04b1-4bbf-9707-4643c0596383,HAS_VALUE
d4003ee8-ed5f-482c-8f3b-8a8057785176,1389cfac-90f3-4676-bf86-95052ad069e9,HAS_VALUE
2868b260-1db8-4611-ade7-bcbbd89dd475,6e406b8a-5508-4c0e-b1a4-9e42f5d083fa,HAS_VALUE
98ac488c-656c-4a2b-ad16-b88a3d88412a,1b6e5032-b72a-4861-a05e-8cd890e4beb1,HAS_VALUE
14811a24-da09-4dc5-a024-1edc2e77d37c,b1036122-8999-4003-b5a2-a2f180f8dbbf,HAS_VALUE
0f38773a-8ffa-4b99-8669-79dd60c0bd66,2d0694ce-995e-4e52-8e84-bf0380fad93a,HAS_VALUE
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,ed5a1c21-f668-4a1e-87f0-843d1e3d5e5a,HAS_PROPERTY
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,25de7fcf-211d-465c-ac46-ab56fc955ccf,HAS_PROPERTY
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,1bb27fff-1e3f-4f6e-a49a-af7762dc8d40,HAS_PROPERTY
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,bf2c1aca-a802-497b-94b4-f04b19266c89,HAS_PROPERTY
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,3e7d118b-ce76-4bd2-8d18-1a2f96597f10,HAS_PROPERTY
0e9cd64d-45ed-4fcb-8134-a6241ddb666c,3fa05bbf-bf81-4761-8ebc-33b53475c7c8,HAS_PROPERTY
1bb27fff-1e3f-4f6e-a49a-af7762dc8d40,b352790e-74f1-4cbe-8948-38419733c258,HAS_VALUE
3fa05bbf-bf81-4761-8ebc-33b53475c7c8,e853bda6-fa46-4c0b-8fa5-2596bd212085,HAS_VALUE
25de7fcf-211d-465c-ac46-ab56fc955ccf,39d27dde-d0e3-4193-af17-f6a8b19c7467,HAS_VALUE
ed5a1c21-f668-4a1e-87f0-843d1e3d5e5a,aa3392a9-b6f5-46ea-9799-2767376aa0c1,HAS_VALUE
3e7d118b-ce76-4bd2-8d18-1a2f96597f10,35299a10-cc52-4158-8aad-8f5f6ffcb12b,HAS_VALUE
bf2c1aca-a802-497b-94b4-f04b19266c89,72df00b8-f12a-4c8d-ba5b-7181226a01db,HAS_VALUE
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,7895dd69-9085-4822-9118-70bc037ea44d,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,48612caf-470e-49ef-b206-a298992f507b,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,a83c74d0-f2fb-434e-94a8-634c06dc971d,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,4d6b18d9-1634-40e6-803d-5d8b5bb1526e,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,56b18a5e-c42c-48ca-b29a-f2e2c047b44e,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,2f6bdfe5-c3e1-4f8b-8500-547a983c1b10,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,3fdb7f79-3e72-413b-882a-df862b48785c,HAS_PROPERTY
bb976e92-f0db-4532-9ca8-8a22ea0c7d8e,ee713063-b320-4007-ab18-72bde7f6ace9,HAS_PROPERTY
4d6b18d9-1634-40e6-803d-5d8b5bb1526e,2c216ab2-6375-45a0-8758-b4b8bafec019,HAS_VALUE
7895dd69-9085-4822-9118-70bc037ea44d,35a8bbfa-fe6f-4ffc-926a-e3f0c946be51,HAS_VALUE
a83c74d0-f2fb-434e-94a8-634c06dc971d,63a23911-0066-4967-8c8a-219e6eec5e17,HAS_VALUE
56b18a5e-c42c-48ca-b29a-f2e2c047b44e,5d65b7e6-945c-4672-a04f-a025d6e6e731,HAS_VALUE
ee713063-b320-4007-ab18-72bde7f6ace9,80a00eaa-569c-4378-94de-ebc6f16edf6c,HAS_VALUE
3fdb7f79-3e72-413b-882a-df862b48785c,9d0eac79-0082-491b-abd1-bc9730089942,HAS_VALUE
2f6bdfe5-c3e1-4f8b-8500-547a983c1b10,1053ef10-5185-4c0e-a91d-84ee153c11cb,HAS_VALUE
48612caf-470e-49ef-b206-a298992f507b,3e4a7abc-c2eb-4bf0-b911-07d275972baa,HAS_VALUE
bb1c55a5-4db8-4e35-a499-9395b859153e,a589b63d-8208-44e0-beb4-d73972570638,HAS_CLASSIFICATIONSETSET
db9efdd3-df47-4350-ad4d-35af2df41ea6,b852f509-94bc-4d96-855a-9ef2269d343b,HAS_DOCUMENTSET
b852f509-94bc-4d96-855a-9ef2269d343b,04fc05d7-a8b6-4bc6-8b2c-0b7cf848f008,HAS_DOCUMENTTEMPLATE
b852f509-94bc-4d96-855a-9ef2269d343b,3bb172e8-afb2-4365-96c9-323f2126935d,HAS_DOCUMENTTEMPLATE
3bb172e8-afb2-4365-96c9-323f2126935d,4779a215-4b34-4b28-8422-1199194b4b6f,HAS_PROPERTY
3bb172e8-afb2-4365-96c9-323f2126935d,eed51e6a-231e-42b8-87b5-2a727dd26d27,HAS_PROPERTY
3bb172e8-afb2-4365-96c9-323f2126935d,961ff416-3c66-4de3-9f43-7daf5b4c70b6,HAS_PROPERTY
3bb172e8-afb2-4365-96c9-323f2126935d,07618af2-3b30-4562-ba8c-0478448f8849,HAS_PROPERTY
04fc05d7-a8b6-4bc6-8b2c-0b7cf848f008,45e050ca-b839-4981-ae8d-ec2048f2a479,HAS_PROPERTY
04fc05d7-a8b6-4bc6-8b2c-0b7cf848f008,9a5ad114-460f-459e-ae26-46a0ac7a502c,HAS_PROPERTY
eed51e6a-231e-42b8-87b5-2a727dd26d27,d3345916-e8c7-48e5-8d28-0165bdc9207d,HAS_VALUE
07618af2-3b30-4562-ba8c-0478448f8849,becf41e2-a4cd-45d5-8b37-02d358f49758,HAS_VALUE
4779a215-4b34-4b28-8422-1199194b4b6f,ef801398-2149-4406-9c44-82dbfe3d7bac,HAS_VALUE
961ff416-3c66-4de3-9f43-7daf5b4c70b6,14ffa587-f1a7-4cc6-9640-95cc7c890ee6,HAS_VALUE
9a5ad114-460f-459e-ae26-46a0ac7a502c,6c5f26da-d7ee-48fb-a35c-5d5ac18af5cd,HAS_VALUE
45e050ca-b839-4981-ae8d-ec2048f2a479,bbd32e55-00f9-4ff2-a1f2-7b36621cdf42,HAS_VALUE
05948403-53d8-4096-a6b3-04e1eaacff90,3ee4cf50-a955-402a-888f-de48de0416f1,HAS_MODELSET
3ee4cf50-a955-402a-888f-de48de0416f1,75744f02-2e77-4029-a26f-97ceb944e211,HAS_MODELTEMPLATE
3ee4cf50-a955-402a-888f-de48de0416f1,dd8cfad0-a7d3-4300-b285-3c3780373b85,HAS_MODELTEMPLATE
75744f02-2e77-4029-a26f-97ceb944e211,fdf48235-8459-4d46-b2bd-d0e11e6aadcd,HAS_PROPERTY
75744f02-2e77-4029-a26f-97ceb944e211,17488ac9-059e-4155-bae5-77be40e8218b,HAS_PROPERTY
17488ac9-059e-4155-bae5-77be40e8218b,ae06496c-728c-42a6-985b-92d5ae7f6205,HAS_VALUE
fdf48235-8459-4d46-b2bd-d0e11e6aadcd,5ea2ba65-c493-45c6-9fd4-ed2032d582d8,HAS_VALUE
dd8cfad0-a7d3-4300-b285-3c3780373b85,67d9c003-7b83-420e-91ae-59f5ba6662cf,HAS_PROPERTY
dd8cfad0-a7d3-4300-b285-3c3780373b85,81179be5-84c3-46f2-baf9-79c7aaee0732,HAS_PROPERTY
67d9c003-7b83-420e-91ae-59f5ba6662cf,ef533ade-d496-4db0-9f19-914666884bb8,HAS_VALUE
81179be5-84c3-46f2-baf9-79c7aaee0732,4ff5f71f-6fb7-4030-8e1a-b921acb8a386,HAS_VALUE
a51cddd6-70b7-4260-b63e-41aa1682619b,e97dc440-c487-4593-9be1-730f0d760f15,HAS_PROPERTYSET
aad813c3-d768-4d2a-a748-11c463043dd7,e344c274-ea89-4f03-ac46-a36ff02fad70,HAS_FILTERSET
aad813c3-d768-4d2a-a748-11c463043dd7,d4410701-ae72-444e-bd40-88b50986779d,HAS_FILTERSET
d4410701-ae72-444e-bd40-88b50986779d,96be8025-5527-4f40-ad21-e9605abcb8da,HAS_FILTERTEMPLATE
96be8025-5527-4f40-ad21-e9605abcb8da,7c9a099d-7a70-4936-b379-4b1ed566ec9f,HAS_PROPERTY
7c9a099d-7a70-4936-b379-4b1ed566ec9f,70eef8a1-7a4a-485d-ac15-aab4269467ca,HAS_VALUE
e344c274-ea89-4f03-ac46-a36ff02fad70,179afdfc-9827-4980-a261-c85464f7cff9,HAS_FILTERTEMPLATE
e344c274-ea89-4f03-ac46-a36ff02fad70,62c8bbcf-282c-4a46-bd0b-a9e511883ba4,HAS_FILTERTEMPLATE
e344c274-ea89-4f03-ac46-a36ff02fad70,58d1c86d-9245-495d-a37d-200a03c533ad,HAS_FILTERTEMPLATE
e344c274-ea89-4f03-ac46-a36ff02fad70,22dc66f4-4195-491a-a9ba-8e64b2f7ac4e,HAS_FILTERTEMPLATE
e344c274-ea89-4f03-ac46-a36ff02fad70,81e43fe6-28d0-4df5-8838-f8558c6d4815,HAS_FILTERTEMPLATE
e344c274-ea89-4f03-ac46-a36ff02fad70,3e4442bd-3d0f-4998-9f1f-6e39b9a2c9f7,HAS_FILTERTEMPLATE
179afdfc-9827-4980-a261-c85464f7cff9,94b0976f-6a2f-4910-b59b-f96354f2b019,HAS_PROPERTY
94b0976f-6a2f-4910-b59b-f96354f2b019,ac4068e0-6b55-4397-b31f-36daf62b8de8,HAS_VALUE
22dc66f4-4195-491a-a9ba-8e64b2f7ac4e,476af690-730d-4d61-b2b8-6ef8ccfcf898,HAS_PROPERTY
476af690-730d-4d61-b2b8-6ef8ccfcf898,37593025-81cd-464f-b14a-92e98679e93c,HAS_VALUE
3e4442bd-3d0f-4998-9f1f-6e39b9a2c9f7,4bf35729-f3a5-4780-a103-1946f3039b8d,HAS_PROPERTY
4bf35729-f3a5-4780-a103-1946f3039b8d,963a08a9-330b-45d4-bbe2-499520bb9047,HAS_VALUE
62c8bbcf-282c-4a46-bd0b-a9e511883ba4,822f4884-318a-41d7-b107-3d105cf7c5df,HAS_PROPERTY
822f4884-318a-41d7-b107-3d105cf7c5df,5ecbc865-aa9d-4344-a2b5-6ab82eee363a,HAS_VALUE
58d1c86d-9245-495d-a37d-200a03c533ad,9f61479f-6665-4c39-8d58-2b926a85c030,HAS_PROPERTY
9f61479f-6665-4c39-8d58-2b926a85c030,b6511f5f-8347-47c3-8b85-fd58773bcb93,HAS_VALUE
81e43fe6-28d0-4df5-8838-f8558c6d4815,f2bc62a0-96b8-423e-8ed2-9eaa055ae6dd,HAS_PROPERTY
f2bc62a0-96b8-423e-8ed2-9eaa055ae6dd,27d63f15-1327-423b-8f39-f4ee7d05a1b4,HAS_VALUE
4d126093-b68e-41c0-bf4b-71654cf6736d,5a01c16a-6d0a-4693-a5a1-10366182c287,HAS_TOSET
5a01c16a-6d0a-4693-a5a1-10366182c287,30028e2e-9ecc-43f9-a762-17072f7c8db5,HAS_TOTEMPLATE
5a01c16a-6d0a-4693-a5a1-10366182c287,7f66e89b-9674-4cc9-98b0-268ab6493553,HAS_TOTEMPLATE
4baed476-44d0-42e0-8e5d-1a03e8d720be,3d0bdffe-33c5-4b7c-9757-d9d84ccfe0e6,HAS_IMAGE
4baed476-44d0-42e0-8e5d-1a03e8d720be,38de937b-d667-4488-8569-c3ec7bb78741,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,32badbe4-a557-432b-ad79-665b364365a4,HAS_DOCUMENTS
4baed476-44d0-42e0-8e5d-1a03e8d720be,a8d9dd15-9903-435f-9189-cce5a249c52d,HAS_TOS
4baed476-44d0-42e0-8e5d-1a03e8d720be,5c2baf09-2850-47ec-a8f0-067a673abb66,HAS_REQUIREMENTS
4baed476-44d0-42e0-8e5d-1a03e8d720be,a509e338-5f15-42dc-8b28-d6cb9ed46924,HAS_MODELS
4baed476-44d0-42e0-8e5d-1a03e8d720be,0f120715-4509-4a9c-9f1d-37a44f624ae1,HAS_USERS
4baed476-44d0-42e0-8e5d-1a03e8d720be,0feb39f5-9ccf-4866-9f03-7b621f185de7,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,fb5cea85-7f5f-49ea-b254-f1d374773ef0,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,ef29befb-1419-45cd-93eb-a63f860888b0,HAS_FILTERS
4baed476-44d0-42e0-8e5d-1a03e8d720be,8d197935-d371-420d-877d-0084ece77d30,HAS_OBJECTS
4baed476-44d0-42e0-8e5d-1a03e8d720be,9e3c9712-09e4-411a-9b80-3de481dc0a29,HAS_LABELS
4baed476-44d0-42e0-8e5d-1a03e8d720be,8f632123-0a99-4eda-bc9d-368236320c57,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,89c7b96c-8055-4e59-b800-816119e8fe7d,HAS_PROPERTIES
4baed476-44d0-42e0-8e5d-1a03e8d720be,089e9024-994a-4136-bcda-77da7e7ae938,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,e3095443-4e6d-4161-a50a-37b71a87d340,HAS_PROPERTY
4baed476-44d0-42e0-8e5d-1a03e8d720be,155d4428-0341-4ccb-a080-4dc110c98ead,HAS_MAPPINGS
4baed476-44d0-42e0-8e5d-1a03e8d720be,44285aac-6977-4d2c-9d1a-4fa1510b8752,HAS_EXPORTS
e88e4d5a-968b-43d9-8d6d-90dbee518f52,49f2432d-fcba-431c-9672-3d540c8baf49,HAS_MAPPINGSET
49f2432d-fcba-431c-9672-3d540c8baf49,b17a0147-6ead-4369-b5ca-1516129d4ea8,HAS_MAPPINGSET
49f2432d-fcba-431c-9672-3d540c8baf49,c1397236-40af-4850-b01e-39bf23d25774,HAS_MAPPINGSET
49f2432d-fcba-431c-9672-3d540c8baf49,5ffc0686-85ba-4eb0-b904-e68e6076809e,HAS_MAPPINGSET
b17a0147-6ead-4369-b5ca-1516129d4ea8,f4006b52-d298-408d-ae7c-98319e1544da,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,a517dbdd-cbd3-4f48-9838-5ecf52254105,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,7cb497d2-9fc0-4115-b467-efd39ed399c7,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,b221a4d9-cdc7-4308-87d9-e1545983b3b9,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,a7871531-bba3-4673-a841-5cd27a314dd8,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,6949056f-1846-42e0-b73a-c7ff76a0d0b7,HAS_MAPPINGTEMPLATE
b17a0147-6ead-4369-b5ca-1516129d4ea8,7cf13ec9-a627-41af-9d5b-a0405d780535,HAS_MAPPINGTEMPLATE
c1397236-40af-4850-b01e-39bf23d25774,6f399f18-9b03-44ee-aee2-2d0803de1e3d,HAS_MAPPINGTEMPLATE
5ffc0686-85ba-4eb0-b904-e68e6076809e,3f79d834-238a-4a3c-91f7-e85b4faed14a,HAS_MAPPINGTEMPLATE
a517dbdd-cbd3-4f48-9838-5ecf52254105,38d93a29-d5a1-43cf-ae40-63b810bfeabc,HAS_FILTER
38d93a29-d5a1-43cf-ae40-63b810bfeabc,06862c93-cf0c-4f75-9d62-b1b301217102,HAS_PROPERTY
06862c93-cf0c-4f75-9d62-b1b301217102,d928a033-7030-4b9f-b938-ce384a936d79,HAS_VALUE
6949056f-1846-42e0-b73a-c7ff76a0d0b7,b0618f75-e821-4093-9550-615d1c4f79dc,HAS_FILTER
b0618f75-e821-4093-9550-615d1c4f79dc,76e43469-fb98-48e6-be71-5dca39501ff3,HAS_PROPERTY
7cb497d2-9fc0-4115-b467-efd39ed399c7,96ac1649-dcbd-4ea8-9c5f-6013471fb7d1,HAS_FILTER
b221a4d9-cdc7-4308-87d9-e1545983b3b9,dd181483-e710-43cb-a869-dab6622001e9,HAS_FILTER
a7871531-bba3-4673-a841-5cd27a314dd8,a9763b8a-ff22-4902-ae46-43a1e30b6a90,HAS_FILTER
7cf13ec9-a627-41af-9d5b-a0405d780535,be730d60-7c27-4c90-823a-88fa077de591,HAS_FILTER
f4006b52-d298-408d-ae7c-98319e1544da,33dfadc3-aaf9-4cf4-852f-47296f7f9a57,HAS_FILTER
dd181483-e710-43cb-a869-dab6622001e9,40009bff-010c-439a-94f1-757723afdf4d,HAS_PROPERTY
96ac1649-dcbd-4ea8-9c5f-6013471fb7d1,b8d83018-b0a4-4e0f-8b3f-8e9137039ce4,HAS_PROPERTY
a9763b8a-ff22-4902-ae46-43a1e30b6a90,9bd6e4fb-e65e-4ecf-be36-32940a6c464a,HAS_PROPERTY
be730d60-7c27-4c90-823a-88fa077de591,dcfa39f8-8660-4bf5-bd7a-52fc1cc92e5d,HAS_PROPERTY
33dfadc3-aaf9-4cf4-852f-47296f7f9a57,7da1869b-c54e-48a2-bbec-eff9a31c5452,HAS_PROPERTY
76e43469-fb98-48e6-be71-5dca39501ff3,1de9d8c2-0552-4681-bf07-ad2e5e89b40e,HAS_VALUE
40009bff-010c-439a-94f1-757723afdf4d,ced7aee6-fadc-4967-b52b-00e26933dfd0,HAS_VALUE
b8d83018-b0a4-4e0f-8b3f-8e9137039ce4,96eb5043-c676-4870-8a7f-8c2442a5b1c8,HAS_VALUE
9bd6e4fb-e65e-4ecf-be36-32940a6c464a,5443d171-1a08-4e8f-9e30-9c66a147f4e0,HAS_VALUE
dcfa39f8-8660-4bf5-bd7a-52fc1cc92e5d,dc270315-7554-450c-bccf-60481ec6d102,HAS_VALUE
7da1869b-c54e-48a2-bbec-eff9a31c5452,89b7b133-d0ec-43b4-bbcd-1c37311ac5f2,HAS_VALUE
6f399f18-9b03-44ee-aee2-2d0803de1e3d,fc569109-714e-4b21-a820-9d829b4bc196,HAS_FILTER
3f79d834-238a-4a3c-91f7-e85b4faed14a,602328e6-6ae2-493c-87a7-7cad5facdd4c,HAS_FILTER
602328e6-6ae2-493c-87a7-7cad5facdd4c,9f3a973a-7c92-49d7-96dc-12415d4c2e66,HAS_PROPERTY
9f3a973a-7c92-49d7-96dc-12415d4c2e66,032ab5cd-d360-486e-affc-6b4d47dd7fc7,HAS_VALUE
fc569109-714e-4b21-a820-9d829b4bc196,65c335f4-7c64-4fbc-8c09-276a3433a02a,HAS_PROPERTY
65c335f4-7c64-4fbc-8c09-276a3433a02a,2237b638-3466-4ea5-900a-95970ea39538,HAS_VALUE
bb1c55a5-4db8-4e35-a499-9395b859153e,a78479d2-4310-472b-95ea-3be8c028500a,HAS_CLASSIFICATIONSETSET
bb1c55a5-4db8-4e35-a499-9395b859153e,1018ccf8-4fb7-4f50-a15b-7f5d01869219,HAS_CLASSIFICATIONSETSET
a589b63d-8208-44e0-beb4-d73972570638,91072bab-0fa1-4d04-ab8b-d194beb84c5f,HAS_CLASSIFICATIONSETTEMPLATE
91072bab-0fa1-4d04-ab8b-d194beb84c5f,dc315bb8-b9f4-4423-8d95-954f917ea984,HAS_MAPPING
91072bab-0fa1-4d04-ab8b-d194beb84c5f,a47ab217-9c18-4d66-8408-bd6e34ef7120,HAS_PROPERTY
91072bab-0fa1-4d04-ab8b-d194beb84c5f,487a150f-9e68-4b86-9788-be20086eedb5,HAS_MANUALOVERRIDE
91072bab-0fa1-4d04-ab8b-d194beb84c5f,71dd0df0-9c61-444c-912a-369fc2c09aaa,HAS_LABEL
dc315bb8-b9f4-4423-8d95-954f917ea984,f440ae01-15ed-4375-b875-7c8295748353,HAS_FILTER
f440ae01-15ed-4375-b875-7c8295748353,0f0a1186-c862-4023-ac45-c196688ca5fe,HAS_PROPERTY
a78479d2-4310-472b-95ea-3be8c028500a,135b0c5c-b9d7-41fd-bcf8-621e196fb6d7,HAS_CLASSIFICATIONSETTEMPLATE
1018ccf8-4fb7-4f50-a15b-7f5d01869219,e8bafa73-974d-448e-8820-34f498977105,HAS_CLASSIFICATIONSETTEMPLATE
e8bafa73-974d-448e-8820-34f498977105,53099296-9dd6-4768-b375-0fd43cca8deb,HAS_PROPERTY
e8bafa73-974d-448e-8820-34f498977105,231c9070-accd-4eb7-a3d5-52dc905754eb,HAS_PROPERTY
e8bafa73-974d-448e-8820-34f498977105,29e829ad-a15f-45b6-8242-a77633dc213a,HAS_MANUALOVERRIDE
e8bafa73-974d-448e-8820-34f498977105,be2d3c13-72c3-46b0-98b0-0ab63279042d,HAS_MAPPING
53099296-9dd6-4768-b375-0fd43cca8deb,615ffc26-20ea-47c9-8750-3c68438fd9de,HAS_VALUE
231c9070-accd-4eb7-a3d5-52dc905754eb,10c17a65-7182-46c5-be05-1bc084765380,HAS_VALUE
135b0c5c-b9d7-41fd-bcf8-621e196fb6d7,eb252562-9ec7-4a28-a3e4-b02eea38413d,HAS_MANUALOVERRIDE
135b0c5c-b9d7-41fd-bcf8-621e196fb6d7,5425780b-9de1-4e75-9709-6bb32124fc8f,HAS_MAPPING
135b0c5c-b9d7-41fd-bcf8-621e196fb6d7,5f49d10e-d132-4b10-8c7f-bba8734a3bf1,HAS_LABEL
135b0c5c-b9d7-41fd-bcf8-621e196fb6d7,e8b043a1-ee58-4812-86e4-3863df9420e2,HAS_PROPERTY
e8b043a1-ee58-4812-86e4-3863df9420e2,f65f6959-523d-4b52-9b64-87481948ca2e,HAS_VALUE
5425780b-9de1-4e75-9709-6bb32124fc8f,77dc8b58-3470-491a-b3e4-1415dfd9fa56,HAS_FILTER
77dc8b58-3470-491a-b3e4-1415dfd9fa56,071e54a5-8e20-40ef-a555-c647a689f5f7,HAS_PROPERTY
